univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki
Udayana University,Carma Citrawati,Writer,-,-,-
Udayana University,Carma Citrawati,literature activist,-,-,-
Atma Jaya Catholic University of Indonesia,Christina Aryani,Politician,-,-,-
Trisakti University,Christy Jusung,Actor,-,-,-
Trisakti University,Christy Jusung,-,-,-,-
Trisakti University,Christy Jusung,"Actress, model, presenter",-,-,-
National University (Indonesia),Chusnunia Chalim,-,-,-,-
Bandung Islamic University,Cindy May McGuire,-,-,-,-
Bandung Islamic University,Cindy May McGuire,-,-,Miss International,-
Bandung Islamic University,Cindy May McGuire,-,-,Puteri Jakarta SCR-5,-
Bandung Islamic University,Cindy May McGuire,-,-,Miss International 1988,-
Bandung Islamic University,Cindy May McGuire,-,-,Puteri Jakarta SCR-5 2022,-
Bandung Islamic University,Cindy May McGuire,-,-,Miss Tourism Indonesia 2021,-
Bandung Islamic University,Cindy May McGuire,-,-,Puteri Indonesia Lingkungan,-
Bandung Islamic University,Cindy May McGuire,-,-,Puteri Indonesia Lingkungan 2022,-
Bandung Islamic University,Cindy May McGuire,-,-,Miss International Indonesia 2022,-
Pancasila University,Cinthia Kusuma Rani,Beauty pageant,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,-,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,Model,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,Beauty Pageant Titleholder,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,Commercial Model,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,Ministry of Environment and Forestry of Indonesia,-,Miss Earth Indonesia,-
Pancasila University,Cinthia Kusuma Rani,Beauty pageant,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,-,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,Model,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,Beauty Pageant Titleholder,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,Commercial Model,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,Ministry of Environment and Forestry of Indonesia,-,Luisa Andrea Soemitha,-
Pancasila University,Cinthia Kusuma Rani,Beauty pageant,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,-,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,Model,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,Beauty Pageant Titleholder,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,Commercial Model,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,Ministry of Environment and Forestry of Indonesia,-,Miss Earth Indonesia 2019,-
Pancasila University,Cinthia Kusuma Rani,Beauty pageant,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,-,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,Model,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,Beauty Pageant Titleholder,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,Commercial Model,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,Ministry of Environment and Forestry of Indonesia,-,Puteri Batik Nusantara 2017,-
Pancasila University,Cinthia Kusuma Rani,Beauty pageant,-,List of Miss Indonesia Earth,-
Pancasila University,Cinthia Kusuma Rani,-,-,List of Miss Indonesia Earth,-
Pancasila University,Cinthia Kusuma Rani,Model,-,List of Miss Indonesia Earth,-
Pancasila University,Cinthia Kusuma Rani,Beauty Pageant Titleholder,-,List of Miss Indonesia Earth,-
Pancasila University,Cinthia Kusuma Rani,Commercial Model,-,List of Miss Indonesia Earth,-
Pancasila University,Cinthia Kusuma Rani,Ministry of Environment and Forestry of Indonesia,-,List of Miss Indonesia Earth,-
Udayana University,Cok Ace,Scientist,-,-,-
Udayana University,Cok Ace,Politician,-,-,-
Udayana University,Cok Ace,-,-,-,-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,-,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,model,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,Puteri Bali,-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,-,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,model,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,Puteri Indonesia,-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,-,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,model,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,Puteri Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,-,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,model,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,(Puteri Indonesia Pariwisata),-
Udayana University,Cok Istri Krisnanda Widani,-,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,model,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,Miss and Mister Supranational,-
Udayana University,Cok Istri Krisnanda Widani,Beauty pageant,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dance,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,National Narcotics Board,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism (Indonesia),-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Ministry of Tourism and Creative Economy,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,-,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,model,-,Miss Supranational Indonesia 2013,-
Udayana University,Cok Istri Krisnanda Widani,Balinese dancer,-,Miss Supranational Indonesia 2013,-
Universitas Gadjah Mada,Constant Karma,"Politician, bureaucrat",-,-,-
Brawijaya University,Corona Rintawan,-,-,-,-
Brawijaya University,Corona Rintawan,Emergency physician,-,-,-
Institut Pertanian Bogor,Dadan Hindayana,entomolog,Badan Gizi Nasional,Kepala,-
Institut Pertanian Bogor,Dadan Hindayana,dosen,Badan Gizi Nasional,Kepala,-
Institut Pertanian Bogor,Dadan Hindayana,lektor,Badan Gizi Nasional,Kepala,-
Institut Pertanian Bogor,Dadan Hindayana,dosen,Badan Gizi Nasional,Kepala,-
Universitas Islam Negeri UIN Sunan Ampel Surabaya,Dahlan Iskan,direktur utama,Tempo,Menteri BUMN,https://en.wikipedia.org/wiki/Dahlan_Iskan
Universitas Islam Negeri UIN Sunan Ampel Surabaya,Dahlan Iskan,politikus,Tempo,Menteri BUMN,https://en.wikipedia.org/wiki/Dahlan_Iskan
Universitas Islam Negeri UIN Sunan Ampel Surabaya,Dahlan Iskan,pebisnis,Tempo,Menteri BUMN,https://en.wikipedia.org/wiki/Dahlan_Iskan
Universitas Islam Negeri UIN Sunan Ampel Surabaya,Dahlan Iskan,reporter,Tempo,Menteri BUMN,https://en.wikipedia.org/wiki/Dahlan_Iskan
IPB University,Damayanti Buchori,-,-,-,-
Indonesia Institute of the Arts Yogyakarta,Danarto,"Artist, writer, painter, theater-director, stage-designer, poet",-,-,-
Universitas Gadjah Mada,Dani Ramdan,-,-,-,-
Universitas Indonesia,Darwin Zahedy Saleh,komisaris,Universitas Indonesia,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Darwin_Zahedy_Saleh
Universitas Indonesia,Darwin Zahedy Saleh,pegawai negeri sipil,Universitas Indonesia,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Darwin_Zahedy_Saleh
Universitas Indonesia,Darwin Zahedy Saleh,ekonom,Universitas Indonesia,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Darwin_Zahedy_Saleh
Universitas Indonesia,Darwin Zahedy Saleh,politikus,Universitas Indonesia,anggota Dewan Perwakilan Rakyat Daerah Indonesia,https://en.wikipedia.org/wiki/Darwin_Zahedy_Saleh
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,YouTuber,-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Mentalism,-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Magician (fantasy),-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,-,-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,-,-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,presenter,-,-,-
Atma Jaya Catholic University of Indonesia,Deddy Corbuzier,Magician,-,-,-
State University of Jakarta,Defia Rosmaniar,-,-,-,-
Syiah Kuala University,Deknong Kemalawati,Poet,-,-,-
Universitas Gadjah Mada,Demetrio do Amaral de Carvalho,-,Haburas,-,-
Universitas Gadjah Mada,Demetrio do Amaral de Carvalho,"Environmental Scientist, politician",Haburas,-,-
Universitas Andalas,Denny Abdi,career diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Vietnam,https://en.wikipedia.org/wiki/Denny_Abdi
Universitas Indonesia,Denny Abdi,career diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Vietnam,https://en.wikipedia.org/wiki/Denny_Abdi
State University of Jakarta,Denny Cagur,Comedian,-,-,-
State University of Jakarta,Denny Cagur,Politician,-,-,-
State University of Jakarta,Denny Cagur,Television presenter,-,-,-
State University of Jakarta,Denny Cagur,Celebrity,-,-,-
State University of Jakarta,Denny Cagur,-,-,-,-
Brawijaya University,Derry Aman,-,-,-,-
Airlangga University,Desra Percaya,-,Indonesia To The United Kingdom,Ambassador,-
Universitas Airlangga,Desra Percaya,pegawai negeri sipil,Kementerian Luar Negeri,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya
Universitas Airlangga,Desra Percaya,diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya
Universitas Airlangga,Desra Percaya,pegawai negeri sipil,Perserikatan Bangsa-Bangsa,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya
Universitas Airlangga,Desra Percaya,diplomat,Perserikatan Bangsa-Bangsa,Duta Besar Indonesia untuk Britania Raya,https://en.wikipedia.org/wiki/Desra_Percaya
Institut Teknologi Bandung,Devina Hermawan,Author,-,-,-
Institut Teknologi Bandung,Devina Hermawan,Chef,-,-,-
Institut Teknologi Bandung,Devina Hermawan,-,-,-,-
Universitas Gadjah Mada,Dewa Made Beratha,-,Bali Governance,Governor,-
Universitas Gadjah Mada,Dewa Made Beratha,-,Bali Governance,Governor,-
Christian University of Indonesia,Dewi Gustina Tobing,-,-,-,-
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,aktivis,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,-
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,pembawa acara,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,-
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,penulis,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,-
Universitas Katolik Indonesia Atma Jaya,Dewi Hughes,pemeran,Dana Anak-anak Perserikatan Bangsa-Bangsa,UNICEF Goodwill Ambassador,-
Parahyangan Catholic University,Dewi Lestari,Songwriter,-,-,-
Parahyangan Catholic University,Dewi Lestari,-,-,-,-
Parahyangan Catholic University,Dewi Lestari,-,-,-,-
Parahyangan Catholic University,Dewi Lestari,singer,-,-,-
Parahyangan Catholic University,Dewi Lestari,writer,-,-,-
Universitas Gadjah Mada,Dharma Pongrekun,-,-,-,-
Institut Teknologi Bandung,Dhony Rahajoe,-,-,-,-
Universitas Gadjah Mada,Diah Tri Widayati,peneliti,Universitas Gadjah Mada,full professor,-
Airlangga University,Diananda Choirunisa,-,-,-,-
Universitas Pendidikan Indonesia,Didi Sukyadi,lektor,Kementerian Riset dan Teknologi Indonesia,Daftar Rektor Universitas Pendidikan Indonesia,-
Universitas Pendidikan Indonesia,Didi Sukyadi,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Daftar Rektor Universitas Pendidikan Indonesia,-
Universitas Pendidikan Indonesia,Didi Sukyadi,lektor,Universitas Pendidikan Indonesia,Daftar rektor,-
Universitas Pendidikan Indonesia,Didi Sukyadi,pegawai negeri sipil,Universitas Pendidikan Indonesia,Daftar rektor,-
Esa Unggul University,Dimyati Natakusumah,-,-,-,-
Universitas Padjadjaran,Dindin Wahyudin,diplomat,Kementerian Luar Negeri,Duta Besar Indonesia untuk Senegal,https://en.wikipedia.org/wiki/Dindin_Wahyudin
Tarumanagara University,Djan Faridz,-,-,-,-
Brawijaya University,Djarot Saiful Hidayat,-,Jakarta Governance,Governor,-
Brawijaya University,Djarot Saiful Hidayat,-,Jakarta Governance,Governor,-
Universitas Gadjah Mada,Djarot Saiful Hidayat,-,Jakarta Governance,Governor,-
Universitas Gadjah Mada,Djarot Saiful Hidayat,-,Jakarta Governance,Governor,-
Sunan Kalijaga State Islamic University,Djohan Effendi,-,-,-,-
Indonesia Open University,Djohar Arifin Husin,-,Pssi,President,-
University of North Sumatra,Djohar Arifin Husin,-,Pssi,President,-
Indonesian Military Academy,Djoko Santoso,-,Indonesian National Armed Forces,Commander,-
Indonesian Military Academy,Djoko Santoso,-,Staff Of The Indonesian Army,Chief,-
Institut Teknologi Bandung,Djoko Santoso (akademisi),akademisi,Institut Teknologi Bandung,Rektor,-
Institut Teknologi Bandung,Djoko Santoso (akademisi),lektor,Institut Teknologi Bandung,Rektor,-
Institut Teknologi Bandung,Djoko Santoso (akademisi),pegawai negeri sipil,Institut Teknologi Bandung,Rektor,-
Institut Teknologi Bandung,Djuanda Kartawidjaja,-,Indonesia,Prime minister,-
Institut Teknologi Bandung,Djuanda Kartawidjaja,Politician,Indonesia,Prime minister,-
Institut Teknologi Bandung,Djuanda Kartawidjaja,engineer,Indonesia,Prime minister,-
Institut Teknologi Bandung,Djuanda Suraatmadja,akademisi,Institut Teknologi Bandung,Rektor,-
Institut Teknologi Bandung,Doddy Achdiat Tisna Amidjaja,akademisi,Institut Teknologi Bandung,Rektor,-
Institut Teknologi Bandung,Dody Hanggodo,Businessperson,-,-,-
Institut Teknologi Bandung,Dody Hanggodo,Politician,-,-,-
Institut Teknologi Bandung,Dody Hanggodo,-,-,-,-
Indonesian Military Academy,Doni Monardo,-,-,-,-
Institut Teknologi Bandung,Donny Ermawan Taufanto,-,-,-,-
Indonesian Air Force Academy,Donny Ermawan Taufanto,-,-,-,-
Indonesian Military Academy,Dudung Abdurachman,-,-,-,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Puteri Indonesia,-
University of North Sumatra,Duma Riris Silalahi,-,-,Puteri Indonesia,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Puteri Indonesia,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Puteri Indonesia,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Puteri Indonesia,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Puteri North Sumatra,-
University of North Sumatra,Duma Riris Silalahi,-,-,Puteri North Sumatra,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Puteri North Sumatra,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Puteri North Sumatra,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Puteri North Sumatra,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Puteri Indonesia 2007,-
University of North Sumatra,Duma Riris Silalahi,-,-,Puteri Indonesia 2007,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Puteri Indonesia 2007,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Puteri Indonesia 2007,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Puteri Indonesia 2007,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Miss International 2008,-
University of North Sumatra,Duma Riris Silalahi,-,-,Miss International 2008,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Miss International 2008,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Miss International 2008,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Miss International 2008,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Puteri Indonesia Lingkungan 2007,-
University of North Sumatra,Duma Riris Silalahi,-,-,Puteri Indonesia Lingkungan 2007,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Puteri Indonesia Lingkungan 2007,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Puteri Indonesia Lingkungan 2007,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Puteri Indonesia Lingkungan 2007,-
University of North Sumatra,Duma Riris Silalahi,Beauty pageant,-,Miss International Indonesia 2008,-
University of North Sumatra,Duma Riris Silalahi,-,-,Miss International Indonesia 2008,-
University of North Sumatra,Duma Riris Silalahi,actress,-,Miss International Indonesia 2008,-
University of North Sumatra,Duma Riris Silalahi,singer,-,Miss International Indonesia 2008,-
University of North Sumatra,Duma Riris Silalahi,fashion model,-,Miss International Indonesia 2008,-
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,lektor,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,-
Institut Teknologi Bandung,Dwi Hendratmo Widyantoro,ilmuwan komputer,Institut Teknologi Bandung,Dosen,-
University of Jember,Dwi Rubiyanti Kholifah,-,-,-,-
Indonesian Naval Academy,Eddy Martadinata,-,-,-,-
Sriwijaya University,Eddy Yusuf,-,-,-,-
Swiss German University,Edhy Prabowo,-,-,-,-
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,-,-,-,-
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,Professor,-,-,-
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,writer,-,-,-
Universitas Gadjah Mada,Edward Omar Sharif Hiariej,pegawai negeri sipil,Kementerian Riset dan Teknologi Indonesia,Advisors to the office,https://en.wikipedia.org/wiki/Eddy_Hiariej
Indonesian Military Academy,Edy Rahmayadi,-,-,-,-
Universitas Gadjah Mada,Eka Kurniawan,-,-,-,-
Universitas Gadjah Mada,Eka Kurniawan,Author,-,-,-
Universitas Gadjah Mada,Eka Kurniawan,screenwriter,-,-,-
State University of Jakarta,Eko Yuli Irawan,-,-,-,-
Sriwijaya University,Elfin Pertiwi Rappa,-,-,Puteri Indonesia,-
Sriwijaya University,Elfin Pertiwi Rappa,-,-,Puteri South Sumatra,-
Sriwijaya University,Elfin Pertiwi Rappa,-,-,Puteri Indonesia 2015,-
Sriwijaya University,Elfin Pertiwi Rappa,-,-,Puteri Indonesia Lingkungan 2015,-
Airlangga University,Elvira Devinamira,-,-,Puteri Indonesia,-
Airlangga University,Elvira Devinamira,Actress,-,Puteri Indonesia,-
Airlangga University,Elvira Devinamira,Model,-,Puteri Indonesia,-
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,-,Puteri Indonesia,-
Airlangga University,Elvira Devinamira,-,-,Puteri East Java,-
Airlangga University,Elvira Devinamira,Actress,-,Puteri East Java,-
Airlangga University,Elvira Devinamira,Model,-,Puteri East Java,-
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,-,Puteri East Java,-
Airlangga University,Elvira Devinamira,-,-,Puteri Indonesia 2014,-
Airlangga University,Elvira Devinamira,Actress,-,Puteri Indonesia 2014,-
Airlangga University,Elvira Devinamira,Model,-,Puteri Indonesia 2014,-
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,-,Puteri Indonesia 2014,-
Airlangga University,Elvira Devinamira,-,-,Miss Universe Indonesia 2014,-
Airlangga University,Elvira Devinamira,Actress,-,Miss Universe Indonesia 2014,-
Airlangga University,Elvira Devinamira,Model,-,Miss Universe Indonesia 2014,-
Airlangga University,Elvira Devinamira,Beauty pageant titleholder,-,Miss Universe Indonesia 2014,-
Sunan Kalijaga State Islamic University,Endang Turmudi,-,-,-,-
Indonesia University of Education,Enggartiasto Lukita,-,-,-,-
Institut Teknologi Sepuluh Nopember,Eri Cahyadi,-,-,-,-
Trisakti University,Eriko Sotarduga,-,-,-,-
Universitas Gadjah Mada,Erina Gudono,Financial analyst,-,-,-
Universitas Gadjah Mada,Erina Gudono,Gravure idol,-,-,-
Universitas Gadjah Mada,Erina Gudono,Model (person),-,-,-
Universitas Gadjah Mada,Erina Gudono,Television presenter,-,-,-
Universitas Gadjah Mada,Erina Gudono,Artist,-,-,-
Universitas Gadjah Mada,Erina Gudono,-,-,-,-
Universitas Gadjah Mada,Erina Gudono,-,-,-,-
Universitas Gadjah Mada,Erina Gudono,Financial analyst,-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,Gravure idol,-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,Model (person),-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,Television presenter,-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,Artist,-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,-,-,Puteri Indonesia D.I. Yogyakarta 2022,-
Universitas Gadjah Mada,Erina Gudono,-,-,Puteri Indonesia D.I. Yogyakarta 2022,-
BINUS University,Eugenia Diva Widodo,"Martial artist, athlete",-,-,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Andalas,Rektor,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Andalas,Rektor,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Andalas,Rektor,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Andalas,Rektor Universitas Bung Hatta,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Andalas,Rektor Universitas Bung Hatta,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Andalas,Rektor Universitas Bung Hatta,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Andalas,Daftar Wakil Gubernur Sumatera Barat,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Bung Hatta,Rektor,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Bung Hatta,Rektor,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Bung Hatta,Rektor,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Bung Hatta,Rektor Universitas Andalas,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Bung Hatta,Rektor Universitas Andalas,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Bung Hatta,Rektor Universitas Andalas,-
Universitas Andalas,Fachri Ahmad,agronom,Universitas Bung Hatta,Daftar Wakil Gubernur Sumatera Barat,-
Universitas Andalas,Fachri Ahmad,dosen,Universitas Bung Hatta,Daftar Wakil Gubernur Sumatera Barat,-
Universitas Andalas,Fachri Ahmad,politikus,Universitas Bung Hatta,Daftar Wakil Gubernur Sumatera Barat,-
Institut Teknologi Bandung,Fadel Muhammad,intellectual,Gorontalo Governance,Governor,-
Institut Teknologi Bandung,Fadel Muhammad,Politician,Gorontalo Governance,Governor,-
Institut Teknologi Bandung,Fadel Muhammad,-,Gorontalo Governance,Governor,-
Institut Teknologi Bandung,Fadel Muhammad,businessman,Gorontalo Governance,Governor,-
Universitas Gadjah Mada,Fadel Muhammad,-,Gorontalo Governance,Governor,-
Universitas Gadjah Mada,Fadel Muhammad,businessman,Gorontalo Governance,Governor,-
Universitas Gadjah Mada,Fadel Muhammad,Politician,Gorontalo Governance,Governor,-
Universitas Gadjah Mada,Fadel Muhammad,intellectual,Gorontalo Governance,Governor,-
Institut Teknologi Bandung,Fadel Muhammad,intellectual,Maritime Affairs And Fisheries,Minister,-
Institut Teknologi Bandung,Fadel Muhammad,Politician,Maritime Affairs And Fisheries,Minister,-
Institut Teknologi Bandung,Fadel Muhammad,-,Maritime Affairs And Fisheries,Minister,-
Institut Teknologi Bandung,Fadel Muhammad,businessman,Maritime Affairs And Fisheries,Minister,-
Universitas Gadjah Mada,Fadel Muhammad,-,Maritime Affairs And Fisheries,Minister,-
Universitas Gadjah Mada,Fadel Muhammad,businessman,Maritime Affairs And Fisheries,Minister,-
Universitas Gadjah Mada,Fadel Muhammad,Politician,Maritime Affairs And Fisheries,Minister,-
Universitas Gadjah Mada,Fadel Muhammad,intellectual,Maritime Affairs And Fisheries,Minister,-
Universitas Teknologi Digital Indonesia,Faris Dedi Setiawan,data scientist,Jurnal Penelitian,founder,-
